Theta,Sin Value
3.6651914291880923,-0.5000000001
3.6826447217080354,-0.515038075
3.7000980142279785,-0.5299192643
3.717551306747922,-0.5446390351
3.735004599267865,-0.5591929035
3.7524578917878086,-0.5735764364
3.7699111843077517,-0.5877852523
3.7873644768276953,-0.6018150232
3.8048177693476384,-0.6156614754
3.822271061867582,-0.6293203911
3.839724354387525,-0.6427876097
3.857177646907468,-0.656059029
3.8746309394274117,-0.6691306064
3.8920842319473548,-0.6819983601
3.9095375244672983,-0.6946583705
3.9269908169872414,-0.7071067812
3.944444109507185,-0.7193398004
3.961897402027128,-0.7313537017
3.9793506945470716,-0.7431448255
3.9968039870670147,-0.7547095803
4.014257279586958,-0.7660444432
4.031710572106901,-0.7771459615
4.049163864626845,-0.7880107537
4.066617157146788,-0.7986355101
4.084070449666731,-0.8090169944
4.101523742186674,-0.8191520443
4.118977034706618,-0.8290375726
4.136430327226561,-0.838670568
4.153883619746504,-0.8480480962
4.171336912266447,-0.8571673008
4.1887902047863905,-0.8660254038
4.2062434973063345,-0.8746197072
4.223696789826278,-0.8829475929
4.241150082346221,-0.8910065242
4.258603374866164,-0.8987940463
4.276056667386108,-0.9063077871
4.293509959906051,-0.9135454577
4.310963252425994,-0.9205048535
4.328416544945937,-0.9271838546
4.34586983746588,-0.9335804265
4.363323129985824,-0.9396926208
4.380776422505767,-0.9455185756
4.39822971502571,-0.9510565163
4.4156830075456535,-0.956304756
4.4331363000655974,-0.961261696
4.4505895925855405,-0.9659258263
4.468042885105484,-0.9702957263
4.485496177625427,-0.9743700648
4.50294947014537,-0.9781476008
4.520402762665314,-0.9816271835
4.537856055185257,-0.9848077531
4.5553093477052,-0.9876883406
4.572762640225143,-0.9902680688
4.590215932745087,-0.9925461517
4.60766922526503,-0.9945218954
4.625122517784973,-0.9961946981
4.642575810304916,-0.9975640503
4.6600291028248595,-0.9986295348
4.6774823953448035,-0.9993908271
4.694935687864747,-0.9998476952
4.71238898038469,-1.0
4.729842272904633,-0.9998476952
4.747295565424577,-0.9993908271
4.76474885794452,-0.9986295348
4.782202150464463,-0.9975640503
4.799655442984406,-0.9961946981
4.817108735504349,-0.9945218954
4.834562028024293,-0.9925461517
4.852015320544236,-0.9902680688
4.869468613064179,-0.9876883406
4.886921905584122,-0.9848077531
4.904375198104066,-0.9816271835
4.9218284906240095,-0.9781476008
4.939281783143953,-0.9743700648
4.956735075663896,-0.9702957263
4.974188368183839,-0.9659258263
4.991641660703783,-0.961261696
5.009094953223726,-0.956304756
5.026548245743669,-0.9510565163
5.044001538263612,-0.9455185756
5.061454830783556,-0.9396926208
5.078908123303499,-0.9335804265
5.096361415823442,-0.9271838546
5.113814708343385,-0.9205048535
5.1312680008633285,-0.9135454577
5.1487212933832724,-0.9063077871
5.1661745859032155,-0.8987940463
5.183627878423159,-0.8910065242
5.201081170943102,-0.8829475929
5.218534463463046,-0.8746197072
5.235987755982989,-0.8660254038
5.253441048502932,-0.8571673008
5.270894341022875,-0.8480480962
5.288347633542818,-0.838670568
5.305800926062762,-0.8290375726
5.323254218582705,-0.8191520443
5.340707511102648,-0.8090169944
5.358160803622591,-0.7986355101
5.375614096142535,-0.7880107537
5.3930673886624785,-0.7771459615
5.410520681182422,-0.7660444432
5.427973973702365,-0.7547095803
5.445427266222308,-0.7431448255
5.462880558742252,-0.7313537017
5.480333851262195,-0.7193398004
5.497787143782138,-0.7071067812
5.515240436302081,-0.6946583705
5.532693728822025,-0.6819983601
5.550147021341968,-0.6691306064
5.567600313861911,-0.656059029
5.585053606381854,-0.6427876097
5.602506898901797,-0.6293203911
5.619960191421741,-0.6156614754
5.6374134839416845,-0.6018150232
5.654866776461628,-0.5877852523
5.672320068981571,-0.5735764364
5.689773361501515,-0.5591929035
5.707226654021458,-0.5446390351
5.724679946541401,-0.5299192643
5.742133239061344,-0.515038075
5.759586531581287,-0.5000000001
5.777039824101231,-0.4848096203
5.794493116621174,-0.4694715628
5.811946409141117,-0.4539904998
5.82939970166106,-0.4383711468
5.846852994181004,-0.4226182618
5.8643062867009474,-0.4067366431
5.8817595792208905,-0.3907311285
5.899212871740834,-0.3746065935
5.916666164260777,-0.3583679496
5.934119456780721,-0.3420201434
5.951572749300664,-0.3255681545
5.969026041820607,-0.3090169944
5.98647933434055,-0.2923717048
6.003932626860494,-0.2756373559
6.021385919380437,-0.2588190452
6.03883921190038,-0.2419218956
6.056292504420323,-0.2249510544
6.073745796940266,-0.2079116909
6.09119908946021,-0.1908089954
6.1086523819801535,-0.1736481777
6.126105674500097,-0.1564344651
6.14355896702004,-0.139173101
6.161012259539984,-0.1218693435
6.178465552059927,-0.1045284633
6.19591884457987,-0.0871557428
6.213372137099813,-0.0697564738
6.230825429619756,-0.0523359563
6.2482787221397,-0.0348994968
6.265732014659643,-0.0174524065
